ID,estate_chi,estate_eng,HousingType,Latitude,Longitude,adhz,t_pop,age_1,age_2,age_3,age_4,age_2-4,age_5,born_chi,born_else,born_hk,dh,dhc_nc,dhc_oth,dhc_re,dhi_sb_1,dhi_sb_2,dhi_sb_3,dhi_sb_4,dhi_sb_e1,dhi_sb_e2,dhi_sb_e3,dhi_sb_e4,dhm_loan,dhm_lr,dhz_1,dhz_2,dhz_3,dhz_4,dhz_5,dhz_6,dm_r,dmr_ir,edu_pri_be,edu_psec,edu_sec,estate,ethn_chi,ethn_ind,ethn_oth,ethn_phi,ethn_wh,fa_m,ma_econhh,ma_f,ma_hh,ma_m,mearn_xfdhfw_sb_1,mearn_xfdhfw_sb_2,mearn_xfdhfw_sb_3,mearn_xfw_sb_1,mearn_xfw_sb_2,mearn_xfw_sb_3,ms_m_f,ms_ma_m,ms_nm_f,ms_nm_m,ms_wds_f,ms_wds_m,nwp_care,nwp_hm,nwp_oth,nwp_re,nwp_st,pls_diff_hk,pls_diff_kln,pls_diff_nt,pls_same,plw_diff_hk,plw_diff_kln,plw_diff_nt,plw_diff_oth,plw_hm,plw_nofix,plw_out,plw_same,pop_f,pop_m,readchi_ablepctn,readeng_ablepctn,s_diff_oth,sr,t_ma,t_mmearn,t_mmearn_xfdh,t_nwp,t_wp,ul_can,ul_eng,ul_oth,ul_othchi,ul_put,whr_1,whr_2,whr_3,whr_4,whr_5,whr_6,wp_a,wp_b,wp_c,wp_d,wp_e,wp_ee,wp_er,wp_f,wp_fw,wp_g,wp_h,wp_i,wp_j,wp_k,wp_l,wp_m,wp_n,wp_o,wp_p,wp_q,wp_r,wp_s,wp_se,wp_t,writechi_ablepctn,writeeng_ablepctn,Shape_Length,Shape_Area
PH_010,彩盈邨,Choi Ying Estate,Public Housing,22.32796205,114.2152899,2.5,9682,761,1518,2109,3526,7153,1768,5060,227,4395,3920,2399,1000,521,1055,1086,1357,422,275,818,1357,422,-,-,977,1087,1088,623,95,50,2820,13.9,1837,2031,5053,10022,9510,21,131,20,-,30,24100,48.5,17710,47.3,929,2355,1130,958,2355,1130,2288,2223,1214,1790,1042,364,201,580,1081,1703,1674,191,432,330,700,565,1168,365,90,52,1181,-,1022,4897,4785,96.8,60.4,25,977,48,14600,14720,5239,4443,8591,36,27,725,139,347,440,1238,1601,607,210,145,95,589,507,1655,4148,34,340,-,278,834,-,93,536,744,373,733,81,137,860,646,240,261,-,95.7,56,1185.395885,30092.13018
PH_011,竹園北邨,Chuk Yuen North Estate,Public Housing,22.3466113,114.1933683,2.6,16989,1077,929,3872,5903,10704,5208,5531,671,10787,6514,3463,1450,1601,1710,1317,2020,1467,384,1029,1975,1439,3930,18.8,1347,1956,1736,1032,306,137,2240,10.7,4875,3379,7658,10024,16420,351,146,72,-,41,29250,55.3,21850,54.8,1100,3789,2653,1533,3789,2653,4119,4062,2406,2527,2035,763,486,698,1598,4866,1350,62,320,156,980,1340,2582,802,254,523,1700,52,738,9090,7899,91.9,56.9,19,869,55.1,15500,16000,8998,7991,16076,87,122,259,94,690,684,2297,3112,764,444,417,568,1178,1279,1888,7468,76,677,16,436,1527,21,205,840,1305,767,721,321,284,1489,1256,750,431,53,88.8,54,2249.356289,123334.6614
PH_012,竹園南邨,Chuk Yuen South Estate,Public Housing,22.34423127,114.1919055,2.4,14147,1107,1096,3448,4531,9075,3965,6137,482,7528,5892,3224,1277,1391,1592,1835,1849,616,577,1436,1841,613,-,-,1205,2422,1277,725,211,52,1590,11.3,4193,2250,6597,10025,13765,78,204,100,-,24,21740,54.7,16980,47.2,1359,3464,1472,1460,3464,1472,2965,2997,1831,2219,2391,637,344,601,1660,3526,1620,159,464,171,1027,1052,2065,709,131,116,1505,62,756,7700,6447,94.2,51.7,-,837,52.1,14000,14000,7751,6396,12572,55,138,737,370,704,733,1494,2166,814,485,143,250,822,802,2046,5931,25,573,-,440,1320,-,182,700,957,715,854,169,181,1162,977,486,440,13,91.1,48.2,2098.387216,70640.50186
PH_013,幸福邨,Fortune Estate,Public Housing,22.33551212,114.1539241,2.2,4587,406,277,1030,1484,2791,1390,2246,38,2303,2044,909,831,304,865,499,451,229,193,343,451,229,-,-,821,464,397,228,83,51,3250,19.6,1339,764,2078,10029,4495,-,78,14,-,35,23750,55.8,11810,54.2,407,799,499,421,799,499,943,888,605,756,625,364,194,182,587,1348,545,10,80,79,415,300,349,286,24,14,320,24,414,2333,2254,95.2,50.1,8,966,55,14500,14500,2856,1731,4334,-,32,62,75,153,189,415,707,204,63,36,79,280,237,562,1538,32,180,12,58,299,-,45,180,341,96,265,56,40,323,235,142,149,8,91.7,46.7,501.3982207,14807.99
PH_014,富昌邨,Fu Cheong Estate,Public Housing,22.3284513,114.1546811,2.6,15655,1013,1331,4632,4693,10656,3986,8678,287,6690,5864,2963,1698,1203,1826,1262,1569,1207,380,1000,1569,1207,-,-,1643,1141,1482,1029,409,160,3230,15.8,3961,3735,6946,10030,15416,39,177,12,11,34,26610,52.2,18000,44.3,1268,3562,2053,1311,3562,2053,3766,3634,2039,2702,1885,616,261,1155,2114,3795,1388,96,292,175,873,1370,1876,720,271,63,1373,77,1192,8071,7584,94.2,54.9,39,940,50.2,15000,15000,8713,6942,14139,45,81,770,230,661,621,2135,2382,773,370,155,505,1260,919,1863,6374,56,600,16,316,1296,28,154,756,834,683,865,360,337,1477,1215,225,496,36,91.1,51.1,1063.244419,54323.53671
PH_015,富山邨,Fu Shan Estate,Public Housing,22.34269378,114.2089072,2.5,5572,559,498,1606,1610,3714,1299,2548,143,2881,2239,1350,552,337,653,700,619,267,145,602,590,267,-,-,527,651,705,236,69,51,1960,12.5,1542,851,2620,10032,5446,31,47,48,-,32,21060,49.2,16750,42.8,521,1330,538,600,1330,538,1343,1418,472,893,670,217,75,359,519,1384,767,63,232,139,402,286,707,401,153,143,581,-,197,2687,2885,93.6,57.4,-,1074,46.8,15000,15000,3104,2468,5051,48,34,243,105,273,151,676,811,445,112,75,92,159,440,786,2255,-,332,-,143,441,-,87,453,335,260,440,34,51,308,266,217,213,17,89.9,50.8,580.3766377,21577.7441
PH_016,鳳德邨,Fung Tak Estate,Public Housing,22.34425863,114.2007507,2.4,12066,713,791,2788,4638,8217,3136,3554,272,8240,5010,2237,1491,1282,1421,1176,1480,933,319,1049,1427,933,5090,19.1,1445,1469,1143,603,285,65,1610,14,3189,2482,5682,10037,11773,171,122,-,-,41,24370,55.6,19340,54.2,886,2989,1794,1046,2989,1794,2647,2697,1969,1708,1733,599,317,651,1225,3069,975,42,141,155,822,803,2051,708,138,218,1124,14,773,6705,5361,94.3,62.3,9,800,54.8,15000,15000,6237,5829,11546,20,56,154,51,374,553,2094,1778,583,447,189,329,1005,1261,1349,5369,51,336,-,385,963,12,181,389,1125,543,499,126,260,1211,1131,358,409,6,90,60,1763.903849,82835.96462
PH_017,興田邨,Hing Tin Estate,Public Housing,22.31294732,114.2383853,2.8,6467,361,268,1352,2201,3821,2285,2099,268,4100,2349,1233,413,703,405,673,732,539,59,494,732,539,3000,9.9,392,760,583,384,133,97,2400,11.1,2323,1017,2766,10046,6190,99,154,24,-,41,26070,59.1,20470,54.8,321,1581,926,433,1581,926,1646,1554,839,1027,777,263,233,258,509,2038,489,51,122,43,325,520,480,378,96,157,695,21,593,3438,3029,89.4,48.6,-,881,56.9,15000,15000,3527,2940,6082,27,26,207,37,274,209,871,1060,331,195,52,253,451,474,631,2746,11,218,-,226,635,-,93,341,437,379,190,47,79,683,462,214,183,15,86.4,45.6,929.9230568,30396.89129
PH_018,何文田邨,Ho Man Tin Estate,Public Housing,22.3163317,114.1819302,2.7,12329,850,1322,2854,4051,8227,3252,4649,355,7325,4616,2181,1044,1391,1189,1034,1443,950,312,784,1425,950,-,-,1014,1473,876,737,316,200,3240,15.2,3343,2562,5574,10050,11995,108,153,51,22,34,29940,52.2,20950,51.4,981,2935,1686,1140,2935,1686,2452,2368,2224,1878,1944,613,284,562,1259,2940,1523,150,243,134,1072,1087,1742,592,98,174,1177,66,825,7018,5311,93.5,58.8,34,757,51.7,15000,15000,6568,5761,11267,82,83,518,159,442,652,1762,2089,608,208,165,271,941,1152,1614,5383,40,449,-,303,857,9,158,656,937,561,589,101,272,1215,886,327,338,59,91.1,55.5,1863.337865,65432.00196
PH_019,海富苑,Hoi Fu Court,Public Housing,22.31608676,114.1647109,2.8,9540,907,844,2637,2966,6447,2186,4610,240,4690,3353,1709,809,835,657,890,1053,753,123,698,1032,753,5500,18.3,757,705,923,497,301,170,3240,14.8,2263,2106,4264,10051,9355,84,49,52,-,39,26880,47.9,21990,48.5,675,2281,1346,811,2281,1346,2477,2216,1398,1282,845,415,200,473,872,2157,1400,80,266,223,860,638,953,480,126,220,1082,49,890,5177,4363,94.2,57,-,843,48.1,15000,15000,5102,4438,8632,57,57,416,162,418,487,1395,1570,398,170,178,262,819,737,1088,4135,22,414,-,235,705,-,80,578,806,496,522,185,97,802,595,244,281,33,90.5,52.6,784.4745026,34526.26759
PH_020,海麗邨,Hoi Lai Estate,Public Housing,22.33240958,114.1462482,3.3,16071,1292,2641,4162,5152,11955,2824,6789,546,8736,4836,3085,482,1269,720,854,2141,1121,331,689,2035,1121,-,-,475,736,1583,1217,542,283,4730,15.1,2837,3712,8230,10052,15462,50,384,160,15,46,30070,47.3,26040,41,1194,3604,2036,1347,3604,2036,3952,3842,2451,2821,1342,371,369,1202,1705,2874,2908,253,635,460,1660,804,1479,1084,309,183,1781,41,1332,8380,7691,95.4,64.3,42,918,44.8,15000,15000,9058,7013,14372,169,346,681,182,635,738,1788,2540,767,545,321,315,870,1149,2119,6525,51,636,26,317,1286,-,270,922,1070,683,1019,296,294,861,1067,511,411,20,94.1,61.2,1003.214613,45608.54358
PH_021,海達邨,Hoi Tat Estate,Public Housing,22.32975855,114.150291,2.9,3415,841,390,1054,717,2161,413,1378,244,1793,1184,936,107,141,225,452,507,-,101,373,507,-,-,-,97,341,427,257,45,17,2850,14.2,469,364,1741,10226,3163,36,216,-,-,30,20040,37.5,18420,33.9,275,687,231,308,687,231,865,789,320,239,285,76,193,254,273,349,1120,104,548,138,262,189,339,213,46,59,282,17,81,1807,1608,95.1,65.3,19,890,36.5,13200,14000,2189,1226,2850,69,115,171,71,84,162,260,409,203,108,37,4,146,183,418,1141,-,114,-,48,276,-,31,184,224,23,294,11,54,218,54,119,85,14,91.7,60.7,1120.414201,47530.09474
PH_022,海盈邨,Hoi Ying Estate,Public Housing,22.32861818,114.1483264,2.6,3444,790,360,942,858,2160,494,1693,68,1683,1303,778,315,210,280,489,439,95,67,392,439,95,-,-,305,402,190,280,111,15,2030,13.6,524,475,1655,10218,3386,10,26,22,-,22,21070,39.2,17540,39.4,352,731,258,384,731,258,783,737,293,259,435,147,110,266,269,471,955,123,315,108,405,231,458,166,39,32,327,-,120,1891,1553,94.8,68,-,821,39.3,14000,14000,2071,1373,2854,22,20,319,104,106,134,410,410,167,146,72,15,222,73,471,1156,80,147,-,106,267,-,16,205,257,97,258,31,51,305,87,53,137,13,92.3,62.4,532.0023529,16268.44113
PH_023,紅磡邨,Hung Hom Estate,Public Housing,22.3079093,114.1892738,2.5,6744,804,702,1360,2112,4174,1766,3433,286,3025,2681,1399,769,513,891,724,747,319,128,570,747,316,-,-,720,795,584,299,224,59,2900,15.5,1614,1234,3092,10054,6579,92,73,-,-,31,22540,51.4,15040,48.7,600,1411,735,676,1411,735,1514,1513,742,834,1126,211,184,299,646,1628,1165,71,278,141,762,395,804,368,69,106,679,18,383,3790,2954,94.6,52.8,-,779,50.4,14000,14600,3922,2822,5800,7,60,633,104,236,356,899,948,222,161,61,93,302,492,953,2545,9,300,-,138,471,12,85,377,431,271,365,22,186,445,442,181,268,17,91.1,49.9,785.6613264,17085.06746
PH_024,啟晴邨,Kai Ching Estate,Public Housing,22.33259506,114.2030695,2.4,11876,1737,1144,2837,4315,8296,1843,6365,188,5323,5034,2811,1546,677,1742,1317,1451,524,443,1195,1436,524,-,-,1520,1488,1161,526,294,45,2040,14.7,2009,2216,5914,10209,11739,20,75,42,-,22,20850,47,15230,44.3,1068,2828,1194,1130,2828,1194,2635,2563,1370,1590,1388,593,385,698,1562,1729,2347,133,879,193,1274,763,1524,570,128,95,1384,46,645,6187,5689,97.6,60.3,48,920,45.8,14000,14020,6721,5155,10484,52,56,690,268,493,433,1068,2069,658,434,138,123,682,701,1561,4727,84,428,3,336,1183,3,92,722,623,564,800,92,256,824,750,420,341,12,96.1,54.8,810.0806483,34942.78879
PH_025,啟田邨,Kai Tin Estate,Public Housing,22.30919925,114.2347695,2.6,5866,604,388,1396,1995,3779,1483,2113,272,3481,2225,1173,610,442,589,663,594,379,150,473,579,379,-,-,593,579,468,344,173,68,2940,15.8,1764,1089,2409,10056,5479,83,278,13,13,34,25170,52.3,16040,52.4,490,1360,643,551,1360,643,1355,1304,681,1104,529,289,124,370,567,1489,762,35,91,47,549,263,577,297,24,61,614,14,704,2866,3000,93,57.4,11,1047,52.4,14310,14500,3312,2554,5514,36,22,195,33,189,317,653,892,295,208,51,62,468,329,679,2325,25,266,-,232,467,-,90,384,295,300,243,106,105,438,412,181,204,-,89.9,55,604.6399694,23321.59192
PH_026,啟業邨,Kai Yip Estate,Public Housing,22.32913375,114.2096702,2.2,8869,549,697,1955,2952,5604,2716,4416,298,4155,4027,2271,1070,686,1413,1168,1090,356,477,844,1086,352,-,-,976,1874,755,310,58,54,1460,11.5,2510,1469,4341,10057,8525,89,255,-,-,23,20150,57.1,13090,51.6,782,2249,736,871,2249,736,2071,2007,1054,1260,1447,481,168,191,1187,2596,871,72,265,130,447,427,808,549,115,166,816,49,926,4817,4052,93.1,50.5,26,841,55,13000,13500,5013,3856,7763,12,86,737,147,451,397,1175,1247,464,122,47,82,479,603,1013,3664,-,382,-,263,973,14,93,488,585,422,551,55,93,729,588,252,192,-,88.5,45.4,1153.73297,67778.34959
PH_027,高翔苑,Ko Cheung Court,Public Housing,22.29663079,114.2404621,3.6,6419,442,924,1885,2116,4925,1052,3151,100,3168,1767,1108,68,591,162,403,769,433,61,365,758,433,-,-,68,243,561,451,311,133,4720,15.7,1193,1596,3188,10062,6311,18,42,34,14,46,30120,44.1,28630,45.3,497,1609,793,540,1609,793,1625,1464,1175,1086,457,170,124,471,681,1238,963,306,217,156,460,735,535,466,58,64,481,58,545,3497,2922,97.1,60.9,-,836,44.5,15500,15500,3477,2942,5757,28,-,472,49,280,249,744,968,458,243,81,122,532,424,971,2738,23,205,-,120,487,-,108,280,446,180,397,61,144,652,420,242,181,12,95.5,57.9,934.8855477,28935.79146
PH_028,高怡邨,Ko Yee Estate,Public Housing,22.29709612,114.2414241,2.7,3185,165,325,785,887,1997,1023,1334,142,1709,1182,536,320,326,403,247,270,262,78,195,254,246,-,-,320,262,285,169,83,63,3170,17.9,800,598,1622,10063,3095,25,20,45,-,42,24420,53.4,16790,52.9,399,526,356,424,526,356,667,590,425,599,590,149,158,114,319,924,364,93,34,54,195,285,173,153,38,68,294,12,283,1772,1413,91.4,56.4,17,797,53.2,14500,14500,1879,1306,2901,-,68,173,25,108,169,291,515,159,64,67,85,190,212,407,1168,38,66,-,34,245,-,10,173,182,113,158,53,70,187,294,66,100,-,87.1,51.6,600.7854157,21283.29218
PH_029,廣田邨,Kwong Tin Estate,Public Housing,22.30362703,114.2401157,3,7165,672,595,1631,2297,4523,1970,2047,282,4836,2386,1362,384,640,510,589,789,498,161,400,780,487,-,-,351,580,563,588,228,76,3110,13.1,1951,1375,3167,10071,6925,82,102,56,-,44,25250,50.3,20510,50.8,446,1316,1001,584,1316,1001,1636,1549,1078,1227,747,256,282,360,907,1751,964,85,266,84,504,511,465,238,86,170,762,14,655,3782,3383,89.8,59.3,13,895,50.4,15000,15500,4264,2901,6763,28,35,104,51,133,265,857,1125,380,141,71,158,432,420,840,2718,-,220,-,238,505,17,94,234,428,292,325,55,121,470,584,205,183,93,87.6,55.5,2476.921013,71753.09993
PH_030,麗閣邨,Lai Kok Estate,Public Housing,22.33259923,114.1572215,2.2,6200,575,310,1161,1927,3398,2227,2622,139,3439,2769,1299,870,600,971,840,642,316,140,654,631,293,-,-,837,1015,507,314,74,22,1420,12.2,2097,785,2743,10074,6058,38,92,12,-,23,21170,56.5,13040,59.1,548,1151,630,612,1151,630,1311,1303,741,910,970,390,76,279,794,1991,667,39,60,121,456,290,601,321,75,91,594,18,403,3386,2814,90.8,48.8,-,831,58,13500,14000,3807,2393,5787,20,18,235,8,191,354,603,803,209,233,63,137,268,306,670,2196,10,174,-,199,576,-,45,319,357,247,316,36,116,392,357,169,187,39,86.3,46.3,1424.532574,43659.00638
PH_031,麗安邨,Lai On Estate,Public Housing,22.33129743,114.158689,2.7,3534,403,335,687,1126,2148,983,1516,134,1884,1299,648,315,336,338,402,393,166,60,334,393,166,-,-,299,333,288,264,78,37,2490,14.7,1107,544,1480,10075,3351,33,150,-,-,35,23000,53.2,17170,51.8,194,764,395,241,764,395,817,717,516,491,494,96,60,79,357,1013,625,50,77,58,418,141,377,178,28,58,405,12,201,2017,1517,92.7,58.3,8,752,52.8,15000,15000,2134,1400,2900,31,66,347,120,75,94,337,685,123,86,17,65,128,267,342,1238,-,164,-,43,374,-,38,211,219,119,143,7,30,181,294,114,162,44,90.7,53,710.004942,23956.63784
PH_032,麗翠苑,Lai Tsui Court,Public Housing,22.33373995,114.1549363,2.7,10438,1625,679,3498,2817,6994,1819,4390,563,5485,3800,2414,639,747,709,795,1286,1010,278,688,1260,1010,9650,25.5,615,1213,827,858,238,49,3360,13.5,1757,2377,4679,20170,9813,141,448,36,-,35,30000,42.5,24860,40.7,724,2106,2071,901,2106,2071,2649,2503,1147,1065,1236,213,310,501,864,1825,1854,228,693,286,677,879,1040,913,226,245,1098,25,658,5870,4568,94.5,65.8,26,778,41.7,17000,18000,5354,5084,9133,71,187,385,214,333,458,1549,1862,518,364,323,271,985,695,1239,4663,60,446,6,218,892,15,78,672,696,504,694,131,282,811,768,434,355,14,90.8,61.4,653.304664,23490.81935
PH_033,藍田邨,Lam Tin Estate,Public Housing,22.31088938,114.2363044,2.7,7907,838,1093,1845,2771,5709,1360,4480,225,3202,2974,1875,642,457,831,859,906,378,267,791,893,378,-,-,630,779,890,390,221,64,2680,14.5,1231,1550,4288,10077,7701,33,87,73,13,28,20970,47.7,17540,44.8,718,1940,840,798,1940,840,1820,1793,934,1289,840,393,149,516,918,1325,1421,230,247,138,823,662,673,342,46,103,1008,22,722,4043,3864,96.9,55.2,8,956,47.2,15000,15000,4329,3578,6934,60,39,527,167,290,317,941,1310,510,210,43,72,628,429,1112,3374,26,431,-,188,675,-,144,557,474,305,561,93,89,666,472,198,178,19,95.8,50.5,786.0891524,27057.25731
PH_034,李鄭屋邨,Lei Cheng Uk Estate,Public Housing,22.33873777,114.1597527,2.5,11259,706,668,2652,3989,7309,3244,3499,432,7328,4584,2368,1262,954,1132,1314,1409,729,319,1000,1363,729,2180,10.8,1207,1493,925,621,236,102,1420,8.9,3272,1977,5304,10079,10747,150,206,145,11,39,24850,56.6,19070,54.8,905,2835,1438,1115,2835,1438,2714,2709,1562,1677,1405,486,189,452,1036,3111,1083,78,154,102,759,651,1370,943,227,229,1037,41,890,6027,5232,91.2,56.1,-,868,56.1,14500,15000,5871,5388,10362,158,40,419,74,381,503,1508,2093,619,284,153,214,839,1161,1320,5090,57,360,-,353,975,13,157,571,780,552,468,156,250,1192,860,303,241,99,88.1,53.6,1460.544932,51605.65843
PH_035,鯉魚門邨,Lei Yue Mun Estate,Public Housing,22.29385108,114.2402382,2.7,9662,775,840,2346,3648,6834,2053,5273,137,4252,3564,1999,752,813,921,839,1267,537,259,670,1252,537,-,-,752,894,967,639,261,51,3240,14.2,2277,2085,4525,10084,9584,36,36,6,-,34,27240,52.4,20040,51.4,875,2406,1012,917,2406,1012,2285,2367,1281,1471,1088,395,159,431,1249,2359,1129,58,237,192,726,1163,696,334,149,86,909,12,986,4919,4743,93.8,56.2,-,964,52.1,15000,15000,5327,4335,8679,6,35,523,200,273,351,1080,1956,425,250,138,177,555,791,1213,4045,13,419,-,133,909,-,154,472,634,303,643,158,122,1069,615,152,277,13,90.5,50.7,1651.147566,52280.57589
PH_036,樂富邨,Lok Fu Estate,Public Housing,22.33748532,114.187319,2.8,9944,512,1025,2181,3526,6732,2700,3415,550,5979,3604,1903,811,890,1141,694,1098,671,356,528,1098,671,-,-,792,941,767,739,220,145,2410,12.3,3035,1898,4499,10087,9296,214,405,29,-,35,26370,54.5,19640,51.7,703,2125,1291,904,2125,1291,2283,2153,1603,1790,1272,331,348,462,1191,2418,1182,134,464,146,455,614,1443,472,121,235,992,60,406,5441,4503,90.7,58.3,-,828,53.2,14000,14600,5601,4343,8713,66,402,449,196,268,375,1372,1680,449,199,103,301,718,665,981,4110,-,310,23,329,936,-,128,493,709,466,438,179,44,911,514,447,210,14,86.9,55.1,3139.943523,87731.17019
PH_037,樂華北邨,Lok Wah North Estate,Public Housing,22.32142482,114.2200767,2.9,8499,543,724,2099,2733,5556,2400,3426,331,4742,2950,1852,321,777,541,693,1078,638,168,440,1066,638,-,-,299,856,924,683,166,22,2190,9.5,2261,1790,3905,10088,8301,121,54,23,-,35,27070,51.5,22850,49.1,765,2048,1067,911,2048,1067,2090,2057,1135,1399,1015,260,140,500,665,2160,987,90,233,138,525,558,874,431,99,179,904,23,979,4497,4002,93.9,54.1,12,890,49.9,15000,15000,4452,4047,7685,58,88,497,24,349,420,1088,1542,444,204,58,188,656,715,1050,3743,22,286,21,329,731,34,68,375,759,534,440,164,221,636,550,266,261,34,92.2,50.9,1007.301303,48608.58538
PH_038,樂華南邨,Lok Wah South Estate,Public Housing,22.32052259,114.2205098,2,13258,729,757,2581,3753,7091,5438,6591,545,6122,6506,3731,1719,1056,2289,2346,1437,434,432,1600,1423,434,-,-,1680,3471,954,306,51,44,1480,11.3,4478,1845,6206,10089,13022,70,166,-,-,24,19640,61.5,12210,56.9,970,2669,1206,1040,2669,1206,3027,3024,1444,1650,2524,860,273,682,1278,5025,1068,98,220,96,614,777,870,683,246,92,1269,13,982,7352,5906,94.9,45.3,26,803,59.5,14500,14800,8326,4932,11488,10,57,1279,240,551,503,1394,1554,510,420,147,158,612,682,1544,4404,42,355,17,302,1121,11,125,671,691,482,775,126,122,916,802,222,469,-,91,41.5,1911.05836,64850.67234
PH_039,牛頭角下邨,Lower Ngau Tau Kok Estate,Public Housing,22.32165352,114.2154421,2.5,11426,1388,1194,2723,4095,8012,2026,5801,242,5383,4602,2558,1362,682,1340,1496,1230,536,476,1227,1219,536,-,-,1343,1327,964,553,272,143,2040,13.6,2239,1705,6094,10210,11177,42,207,-,-,22,20040,48.1,16000,46.8,1055,2886,1052,1097,2886,1052,2844,2817,1241,1458,1176,502,346,706,1419,1932,1988,251,575,166,996,736,1164,623,152,56,1268,45,991,5871,5555,97.2,57.1,12,946,47.9,14000,14000,6391,5035,9852,30,63,1077,123,505,582,1050,1711,719,468,111,183,595,570,1782,4685,19,503,-,258,1033,-,140,883,708,490,791,94,134,931,658,196,331,10,94.7,53.2,1193.62786,34827.90307
PH_040,黃大仙下（１）邨,Lower Wong Tai Sin (1) Estate,Public Housing,22.33904376,114.1948243,2.5,11295,580,757,2828,4046,7631,3084,3873,405,7017,4493,2246,1212,1035,1287,1087,1187,932,357,841,1187,932,3200,10.4,1106,1280,1199,659,163,86,1750,11.4,3233,2384,5098,10092,10998,163,49,85,-,37,25180,55.9,18500,53.8,855,2345,1868,1103,2345,1868,2800,2484,1664,1905,1267,595,247,599,1164,3020,949,74,238,93,613,935,1661,707,113,302,1166,-,432,5969,5326,94.1,56.4,29,892,55.2,15500,16000,5979,5316,10445,87,20,442,66,382,333,1802,2049,503,247,232,361,891,878,1279,4832,41,344,-,280,1051,-,129,414,643,520,389,204,280,1072,1106,552,443,7,91.2,54.4,1185.08986,51399.1927
PH_041,黃大仙下（２）邨,Lower Wong Tai Sin (2) Estate,Public Housing,22.34017739,114.1926891,2.8,18247,1463,1573,4479,6232,12284,4500,6446,693,11108,6538,3315,1451,1772,1694,1340,2162,1342,575,982,2162,1342,-,-,1344,1641,1568,1294,451,240,2400,11,4771,3374,8639,10093,17656,248,275,68,-,36,26350,51.9,20850,50.5,1325,4223,2520,1641,4223,2520,3982,4101,2527,3082,2217,875,474,993,2074,4123,2189,118,719,287,1230,1233,2821,1114,227,430,1757,36,776,9342,8905,93,57.6,24,953,51.3,15000,15000,9853,8394,17072,80,140,523,74,703,632,2501,3135,948,475,209,347,1187,1400,2358,7757,75,654,10,451,1775,13,134,1011,1148,929,1001,216,439,1529,1183,779,552,25,90.3,54.9,2889.951658,83364.1373
PH_042,馬頭圍邨,Ma Tau Wai Estate,Public Housing,22.32329866,114.1869599,2.4,4942,511,373,1102,1432,2907,1524,2121,275,2546,2039,1171,550,318,845,559,471,164,224,407,455,164,-,-,504,712,428,308,43,44,1930,15.8,1175,1015,2241,10097,4665,86,169,22,-,30,19960,55.5,11680,46.3,482,837,455,590,837,455,1170,907,707,683,785,179,231,233,492,1421,683,78,83,62,522,293,495,139,132,142,411,-,270,2846,2096,92.9,56.4,-,736,52.6,13000,14000,3060,1882,4464,27,118,221,38,280,111,527,590,230,144,-,95,286,331,561,1761,26,100,-,172,337,-,51,131,262,245,146,80,79,458,215,215,95,-,89.2,50.8,786.4427928,28860.38281
PH_043,美東邨,Mei Tung Estate,Public Housing,22.33325498,114.1890826,2.6,4411,500,600,990,1450,3040,871,2491,142,1778,1714,984,487,243,500,527,485,202,117,476,485,202,-,-,446,365,494,292,117,-,2830,14,820,757,2334,10100,4300,20,80,11,-,30,20410,43.6,15110,49.8,345,979,403,376,979,403,1082,1059,633,531,360,246,122,340,489,821,881,73,340,82,409,186,671,216,13,48,504,12,108,2340,2071,94.4,56.6,-,885,47,14850,15000,2653,1758,3635,11,57,456,165,147,159,388,663,311,90,12,29,358,200,477,1620,-,130,-,119,424,9,72,266,243,191,177,78,19,244,322,133,138,13,92.2,51.7,1176.573724,37862.74175
PH_044,南昌邨,Nam Cheong Estate,Public Housing,22.32610707,114.1577264,2.6,4684,331,217,1426,1357,3000,1353,1650,162,2872,1821,1062,472,287,547,274,563,437,108,205,515,437,3500,14,408,501,477,332,103,-,2210,9.9,1354,1141,1858,10103,4573,80,-,31,-,40,30040,51.4,22350,56.1,389,965,779,500,965,779,1182,1187,609,657,508,210,128,243,638,1114,317,17,58,89,222,298,577,338,33,144,479,19,356,2460,2224,93,59.6,20,904,53.1,15000,15000,2440,2244,4420,39,15,43,28,278,181,792,632,208,153,58,305,450,258,508,1987,25,120,-,85,453,7,66,271,263,200,134,57,97,585,358,213,232,-,88.7,56.3,777.6410584,34135.56484
PH_045,南山邨,Nam Shan Estate,Public Housing,22.33417458,114.17115,2.3,6208,524,401,1451,2054,3906,1778,2447,160,3601,2669,1514,734,421,846,751,789,283,160,528,789,283,-,-,711,903,614,372,53,16,1590,11.9,1549,1020,3115,10104,6046,59,81,22,-,26,21480,53.9,15860,52.2,334,1228,826,415,1228,826,1342,1333,802,943,946,318,223,313,794,1660,749,23,216,29,497,405,659,378,50,81,596,21,279,3351,2857,93.7,55,-,853,53,15500,15600,3739,2469,5665,22,15,341,93,219,173,664,969,311,133,107,138,380,219,597,2245,30,353,-,284,391,-,35,364,523,275,138,90,66,386,371,197,194,24,89.9,51,1176.335201,52901.88693
